timestamp,voltage_kV,current_A,frequency_Hz,power_factor,button_status,temperature_C,vibration_mms,oil_cooling_status,conductivity_uScm,anomaly,anomaly_type
2025-01-08 15:05:00,148.96,287.21,49.567,1.0,Green,41.43,1.45,Normal,0.555,0,Normal
2025-01-08 15:10:00,159.83,300.05,50.183,0.93,Green,48.11,1.23,Normal,0.689,0,Normal
2025-01-08 15:15:00,158.89,311.34,49.802,1.0,Green,45.69,1.48,Normal,0.636,0,Normal
2025-01-08 15:20:00,166.21,324.44,49.542,0.944,Green,43.52,1.15,Normal,0.625,0,Normal
2025-01-08 15:25:00,157.41,276.93,49.797,0.85,Green,48.26,1.05,Normal,0.62,0,Normal
2025-01-08 15:30:00,156.14,365.25,50.128,0.939,Green,49.81,1.01,Normal,0.53,0,Normal
2025-01-08 15:35:00,148.9,353.87,50.008,0.901,Green,43.1,1.06,Normal,0.474,0,Normal
2025-01-08 15:40:00,158.58,342.85,50.121,1.0,Green,40.76,1.28,Normal,0.542,0,Normal
2025-01-08 15:45:00,158.85,294.8,50.242,0.921,Green,43.87,1.37,Normal,0.538,0,Normal
2025-01-08 15:50:00,159.88,338.01,50.132,0.91,Green,47.19,1.22,Normal,0.612,0,Normal
2025-01-08 15:55:00,149.86,329.01,50.19,1.0,Green,47.78,1.21,Normal,0.471,0,Normal
2025-01-08 16:00:00,150.87,324.8,50.202,1.0,Green,44.48,1.36,Normal,0.489,0,Normal
2025-01-08 16:05:00,154.1,328.85,49.91,0.998,Green,45.76,1.33,Normal,0.619,0,Normal
2025-01-08 16:10:00,156.87,352.09,50.035,0.951,Green,47.94,1.29,Normal,0.589,0,Normal
2025-01-08 16:15:00,151.89,363.64,49.461,1.0,Green,39.34,1.05,Normal,0.602,0,Normal
2025-01-08 16:20:00,149.51,305.2,50.23,0.927,Green,44.79,1.3,Normal,0.437,0,Normal
2025-01-08 16:25:00,159.21,320.03,49.736,0.965,Green,39.38,1.15,Normal,0.515,0,Normal
2025-01-08 16:30:00,163.39,244.03,50.239,0.913,Green,44.83,1.09,Normal,0.621,0,Normal
2025-01-08 16:35:00,163.07,319.95,50.021,0.962,Green,45.64,1.09,Normal,0.408,0,Normal
2025-01-08 16:40:00,152.72,337.69,49.966,0.955,Green,47.64,1.2,Normal,0.428,0,Normal
2025-01-08 16:45:00,162.67,335.61,50.114,0.99,Green,44.62,1.22,Normal,0.615,0,Normal
2025-01-08 16:50:00,154.84,324.6,50.227,0.867,Green,48.68,1.37,Normal,0.476,0,Normal
2025-01-08 16:55:00,158.11,348.06,50.381,0.905,Red,58.78,3.93,Critical Oil,2.546,1,High Temp;High Vibration;Critical Oil Level;Insulation Issue
2025-01-08 17:00:00,157.21,355.27,49.951,0.963,Green,49.39,1.11,Normal,0.667,0,Normal
2025-01-08 17:05:00,150.74,315.73,50.034,0.957,Green,42.81,1.02,Normal,0.627,0,Normal
2025-01-08 17:10:00,144.98,290.97,50.19,0.917,Red,57.59,3.58,Low Oil,2.58,1,High Temp;High Vibration;Low Oil;Insulation Issue
2025-01-08 17:15:00,157.81,335.81,50.237,0.918,Green,44.38,1.3,Normal,0.534,0,Normal
2025-01-08 17:20:00,146.05,282.38,50.353,0.927,Green,49.81,1.47,Normal,0.7,0,Normal
2025-01-08 17:25:00,153.49,300.45,49.792,0.86,Green,44.17,1.27,Normal,0.413,0,Normal
2025-01-08 17:30:00,144.26,287.81,50.36,0.876,Green,45.26,1.4,Normal,0.422,0,Normal
2025-01-08 17:35:00,158.9,310.31,49.935,0.952,Green,48.19,1.27,Normal,0.488,0,Normal
2025-01-08 17:40:00,157.01,388.68,50.083,0.973,Green,45.69,1.09,Normal,0.623,0,Normal
2025-01-08 17:45:00,153.49,281.81,49.733,0.88,Green,45.31,1.26,Normal,0.655,0,Normal
2025-01-08 17:50:00,153.62,328.8,49.748,0.869,Green,45.06,1.25,Normal,0.56,0,Normal
2025-01-08 17:55:00,154.91,362.46,50.072,0.957,Green,47.31,1.2,Normal,0.472,0,Normal
2025-01-08 18:00:00,153.13,330.74,50.103,0.945,Green,46.63,1.33,Normal,0.458,0,Normal
2025-01-08 18:05:00,156.88,318.88,50.017,0.907,Green,45.98,1.46,Normal,0.401,0,Normal
2025-01-08 18:10:00,155.37,364.46,50.11,0.984,Green,42.52,1.42,Normal,0.453,0,Normal
2025-01-08 18:15:00,162.32,384.8,49.947,0.915,Green,47.44,1.28,Normal,0.676,0,Normal
2025-01-08 18:20:00,155.26,310.0,50.214,0.905,Green,44.66,1.19,Normal,0.62,0,Normal
2025-01-08 18:25:00,156.9,308.14,49.787,0.887,Green,42.54,1.36,Normal,0.427,0,Normal
2025-01-08 18:30:00,154.34,299.96,49.972,0.968,Green,47.27,1.49,Normal,0.582,0,Normal
2025-01-08 18:35:00,153.73,255.51,50.043,0.921,Green,55.6,1.4,Normal,0.434,0,Normal
2025-01-08 18:40:00,157.14,365.16,50.152,0.883,Green,43.74,1.39,Normal,0.436,0,Normal
2025-01-08 18:45:00,148.28,344.32,50.054,0.856,Green,41.98,1.17,Normal,0.69,0,Normal
2025-01-08 18:50:00,156.4,315.75,49.747,0.962,Green,45.7,1.29,Normal,0.672,0,Normal
2025-01-08 18:55:00,150.67,247.82,50.049,0.99,Green,45.95,1.02,Normal,0.545,0,Normal
2025-01-08 19:00:00,167.36,381.69,50.049,0.952,Green,49.74,1.39,Normal,0.498,0,Normal
2025-01-08 19:05:00,156.66,283.2,50.197,0.997,Green,44.04,1.21,Normal,0.401,0,Normal
2025-01-08 19:10:00,152.83,251.36,49.68,0.928,Green,47.38,1.18,Normal,0.651,0,Normal
2025-01-08 19:15:00,159.87,314.28,50.262,0.961,Green,45.02,1.48,Normal,0.593,0,Normal
2025-01-08 19:20:00,147.29,308.96,49.728,0.892,Green,50.22,1.09,Normal,0.556,0,Normal
2025-01-08 19:25:00,148.03,241.29,49.848,0.883,Green,45.01,1.45,Normal,0.575,0,Normal
2025-01-08 19:30:00,158.75,358.28,49.935,1.0,Red,61.67,4.01,Critical Oil,1.468,1,High Temp;High Vibration;Critical Oil Level
2025-01-08 19:35:00,151.8,293.8,49.815,0.945,Green,47.36,1.27,Normal,0.604,0,Normal
2025-01-08 19:40:00,162.82,333.96,50.138,0.986,Green,44.92,1.45,Normal,0.63,0,Normal
2025-01-08 19:45:00,147.57,285.04,49.958,0.974,Green,47.01,1.15,Normal,0.694,0,Normal
2025-01-08 19:50:00,154.97,389.84,50.003,0.925,Green,49.48,1.17,Normal,0.669,0,Normal
2025-01-08 19:55:00,155.47,316.31,49.997,0.949,Green,50.45,1.13,Normal,0.464,0,Normal
2025-01-08 20:00:00,157.63,227.06,49.984,1.0,Red,55.08,3.85,Low Oil,2.32,1,High Temp;High Vibration;Low Oil;Insulation Issue
2025-01-08 20:05:00,160.68,292.88,50.289,0.929,Green,45.84,1.39,Normal,0.488,0,Normal
2025-01-08 20:10:00,155.92,358.81,49.997,0.919,Green,42.88,1.03,Normal,0.571,0,Normal
2025-01-08 20:15:00,158.54,323.02,50.162,1.0,Green,44.74,1.16,Normal,0.432,0,Normal
2025-01-08 20:20:00,152.4,364.04,50.169,0.914,Green,45.03,1.13,Normal,0.603,0,Normal
2025-01-08 20:25:00,159.21,397.67,50.078,0.977,Green,47.77,1.32,Normal,0.654,0,Normal
2025-01-08 20:30:00,155.95,327.84,50.217,0.919,Green,45.81,1.14,Normal,0.482,0,Normal
2025-01-08 20:35:00,157.52,325.95,50.133,0.913,Green,45.98,1.31,Normal,0.419,0,Normal
2025-01-08 20:40:00,161.85,286.73,49.974,0.965,Green,43.45,1.01,Normal,0.592,0,Normal
2025-01-08 20:45:00,152.3,369.9,50.413,0.89,Green,44.8,1.01,Normal,0.425,0,Normal
2025-01-08 20:50:00,153.79,308.12,50.135,1.0,Green,43.24,1.31,Normal,0.515,0,Normal
2025-01-08 20:55:00,149.87,317.84,49.812,0.987,Green,45.12,1.12,Normal,0.628,0,Normal
2025-01-08 21:00:00,153.03,308.78,50.384,0.983,Green,44.37,1.31,Normal,0.582,0,Normal
2025-01-08 21:05:00,151.89,297.42,49.996,1.0,Green,45.85,1.15,Normal,0.573,0,Normal
2025-01-08 21:10:00,156.34,309.24,49.977,1.0,Green,44.94,1.19,Normal,0.603,0,Normal
2025-01-08 21:15:00,149.43,321.9,50.061,0.916,Green,45.46,1.48,Normal,0.558,0,Normal
2025-01-08 21:20:00,158.41,356.14,49.891,0.951,Green,43.42,1.04,Normal,0.434,0,Normal
2025-01-08 21:25:00,152.23,387.88,49.805,1.0,Green,48.04,1.0,Normal,0.663,0,Normal
2025-01-08 21:30:00,153.23,280.85,49.824,1.0,Red,61.77,4.88,Critical Oil,2.746,1,High Temp;High Vibration;Critical Oil Level;Insulation Issue
2025-01-08 21:35:00,151.7,313.48,50.239,0.892,Green,41.64,1.37,Normal,0.562,0,Normal
2025-01-08 21:40:00,161.4,239.07,49.86,0.952,Green,40.49,1.33,Normal,0.494,0,Normal
2025-01-08 21:45:00,153.98,431.44,50.111,0.945,Green,45.4,1.04,Normal,0.582,0,Normal
2025-01-08 21:50:00,155.43,295.72,50.091,0.93,Green,41.16,1.49,Normal,0.584,0,Normal
2025-01-08 21:55:00,148.0,332.01,49.731,0.935,Green,47.23,1.12,Normal,0.414,0,Normal
2025-01-08 22:00:00,152.81,276.17,50.555,0.945,Green,46.29,1.14,Normal,0.694,0,Normal
2025-01-08 22:05:00,154.76,260.54,49.933,0.999,Green,45.72,1.37,Normal,0.662,0,Normal
2025-01-08 22:10:00,157.45,342.36,49.684,0.937,Green,42.69,1.11,Normal,0.623,0,Normal
2025-01-08 22:15:00,150.44,296.21,49.522,0.953,Green,44.12,1.02,Normal,0.535,0,Normal
2025-01-08 22:20:00,153.47,254.24,50.229,0.85,Green,42.34,1.24,Normal,0.541,0,Normal
2025-01-08 22:25:00,156.14,404.82,49.894,0.936,Green,44.17,1.24,Normal,0.498,0,Normal
2025-01-08 22:30:00,159.52,361.41,49.909,0.933,Green,46.17,1.35,Normal,0.432,0,Normal
2025-01-08 22:35:00,152.97,319.12,49.727,0.983,Green,44.38,1.35,Normal,0.481,0,Normal
2025-01-08 22:40:00,151.79,391.55,50.081,0.967,Green,41.23,1.33,Normal,0.483,0,Normal
2025-01-08 22:45:00,151.64,305.1,49.581,0.894,Green,47.75,1.28,Normal,0.47,0,Normal
2025-01-08 22:50:00,159.69,361.67,50.155,0.97,Green,45.15,1.16,Normal,0.466,0,Normal
2025-01-08 22:55:00,158.09,278.22,50.22,0.881,Green,43.94,1.27,Normal,0.462,0,Normal
2025-01-08 23:00:00,148.3,341.42,49.956,0.923,Green,44.54,1.48,Normal,0.612,0,Normal
2025-01-08 23:05:00,155.43,253.21,49.904,0.971,Green,45.2,1.16,Normal,0.699,0,Normal
2025-01-08 23:10:00,157.66,309.53,50.295,0.893,Green,48.89,1.45,Normal,0.653,0,Normal
2025-01-08 23:15:00,152.32,312.78,49.946,0.916,Green,43.57,1.41,Normal,0.439,0,Normal
2025-01-08 23:20:00,148.89,223.75,49.743,0.989,Green,47.24,1.14,Normal,0.575,0,Normal
2025-01-08 23:25:00,155.42,283.28,50.29,0.946,Green,44.54,1.31,Normal,0.475,0,Normal
2025-01-08 23:30:00,168.23,412.38,50.299,0.995,Green,43.66,1.46,Normal,0.688,0,Normal
2025-01-08 23:35:00,150.02,384.26,49.818,0.878,Green,44.61,1.27,Normal,0.663,0,Normal
2025-01-08 23:40:00,156.49,289.51,50.232,0.862,Green,47.37,1.25,Normal,0.57,0,Normal
2025-01-08 23:45:00,156.62,306.76,49.804,0.938,Red,60.26,4.11,Low Oil,2.785,1,High Temp;High Vibration;Low Oil;Insulation Issue
2025-01-08 23:50:00,151.44,331.46,49.864,1.0,Green,41.32,1.37,Normal,0.615,0,Normal
2025-01-08 23:55:00,145.62,284.04,49.927,0.945,Green,43.22,1.19,Normal,0.563,0,Normal
2025-01-09 00:00:00,159.83,365.26,49.683,0.973,Green,45.52,1.19,Normal,0.557,0,Normal
2025-01-09 00:05:00,141.78,268.77,50.297,1.0,Green,40.66,1.0,Normal,0.629,0,Normal
2025-01-09 00:10:00,159.06,425.4,50.157,0.861,Green,41.58,1.08,Normal,0.43,0,Normal
2025-01-09 00:15:00,153.95,300.75,50.313,0.968,Green,48.72,1.08,Normal,0.571,0,Normal
2025-01-09 00:20:00,153.37,301.79,49.918,0.927,Green,42.98,1.44,Normal,0.618,0,Normal
2025-01-09 00:25:00,157.04,338.29,50.463,0.949,Green,49.18,1.27,Normal,0.686,0,Normal
2025-01-09 00:30:00,156.18,356.92,49.738,0.983,Green,43.2,1.33,Normal,0.474,0,Normal
2025-01-09 00:35:00,159.97,299.28,49.737,1.0,Green,46.21,1.4,Normal,0.622,0,Normal
2025-01-09 00:40:00,153.7,328.18,50.198,0.969,Green,47.95,1.16,Normal,0.684,0,Normal
2025-01-09 00:45:00,161.51,304.65,50.151,0.938,Green,44.46,1.07,Normal,0.54,0,Normal
2025-01-09 00:50:00,147.56,335.02,49.912,1.0,Green,46.32,1.32,Normal,0.526,0,Normal
2025-01-09 00:55:00,163.99,363.52,50.138,0.952,Green,46.97,1.39,Normal,0.662,0,Normal
2025-01-09 01:00:00,150.25,325.42,49.806,0.994,Green,41.5,1.09,Normal,0.405,0,Normal
2025-01-09 01:05:00,162.25,291.68,50.106,1.0,Green,42.87,1.37,Normal,0.51,0,Normal
2025-01-09 01:10:00,151.31,289.69,50.198,0.85,Green,41.46,1.28,Normal,0.685,0,Normal
2025-01-09 01:15:00,146.32,284.19,49.96,0.933,Green,41.38,1.28,Normal,0.56,0,Normal
2025-01-09 01:20:00,155.3,285.83,49.997,0.898,Green,45.14,1.29,Normal,0.467,0,Normal
2025-01-09 01:25:00,157.73,317.12,49.716,0.85,Green,47.45,1.45,Normal,0.613,0,Normal
2025-01-09 01:30:00,153.84,292.89,49.877,0.962,Green,43.11,1.01,Normal,0.66,0,Normal
2025-01-09 01:35:00,160.37,293.67,50.078,0.85,Green,43.99,1.4,Normal,0.552,0,Normal
2025-01-09 01:40:00,155.32,295.82,49.991,0.911,Green,45.84,1.29,Normal,0.579,0,Normal
2025-01-09 01:45:00,153.0,296.37,49.779,1.0,Green,44.6,1.11,Normal,0.488,0,Normal
2025-01-09 01:50:00,154.12,308.16,50.392,0.876,Green,46.52,1.12,Normal,0.606,0,Normal
2025-01-09 01:55:00,149.89,347.23,49.909,0.994,Red,55.08,3.16,Low Oil,2.487,1,High Temp;High Vibration;Low Oil;Insulation Issue
2025-01-09 02:00:00,157.23,264.38,50.331,0.974,Green,43.81,1.4,Normal,0.657,0,Normal
2025-01-09 02:05:00,156.99,270.72,50.444,0.99,Green,43.84,1.27,Normal,0.599,0,Normal
2025-01-09 02:10:00,149.38,288.05,49.873,1.0,Green,48.11,1.02,Normal,0.552,0,Normal
2025-01-09 02:15:00,146.48,358.75,50.062,0.866,Green,48.34,1.32,Normal,0.496,0,Normal
2025-01-09 02:20:00,149.98,336.89,50.075,0.983,Green,48.08,1.18,Normal,0.652,0,Normal
2025-01-09 02:25:00,161.16,282.2,50.099,1.0,Red,55.59,4.2,Low Oil,2.895,1,High Temp;High Vibration;Low Oil;Insulation Issue
2025-01-09 02:30:00,151.01,350.79,49.886,1.0,Green,45.75,1.28,Normal,0.527,0,Normal
2025-01-09 02:35:00,149.53,306.74,49.955,0.983,Green,48.23,1.18,Normal,0.663,0,Normal
2025-01-09 02:40:00,141.01,320.99,50.349,0.862,Green,44.99,1.37,Normal,0.612,0,Normal
2025-01-09 02:45:00,152.38,313.91,49.934,0.972,Green,45.79,1.34,Normal,0.572,0,Normal
2025-01-09 02:50:00,143.77,252.6,49.876,0.931,Green,40.81,1.17,Normal,0.667,0,Normal
2025-01-09 02:55:00,160.43,360.11,50.147,0.859,Green,37.18,1.25,Normal,0.659,0,Normal
2025-01-09 03:00:00,158.91,325.79,50.078,0.904,Green,44.92,1.16,Normal,0.662,0,Normal
2025-01-09 03:05:00,155.78,408.86,49.77,0.947,Red,66.88,3.11,Critical Oil,1.068,1,High Temp;High Vibration;Critical Oil Level
2025-01-09 03:10:00,159.37,344.35,49.94,0.881,Green,44.36,1.1,Normal,0.578,0,Normal
2025-01-09 03:15:00,154.51,424.73,50.075,0.908,Green,44.82,1.43,Normal,0.519,0,Normal
2025-01-09 03:20:00,153.93,236.29,50.491,0.873,Green,43.08,1.44,Normal,0.653,0,Normal
2025-01-09 03:25:00,157.89,232.28,50.027,0.936,Green,47.42,1.39,Normal,0.507,0,Normal
2025-01-09 03:30:00,157.67,316.05,49.793,0.93,Green,40.67,1.33,Normal,0.657,0,Normal
2025-01-09 03:35:00,154.23,327.89,50.138,0.915,Green,48.75,1.01,Normal,0.496,0,Normal
2025-01-09 03:40:00,150.54,331.73,49.978,0.959,Green,44.56,1.39,Normal,0.542,0,Normal
2025-01-09 03:45:00,156.78,394.17,49.752,0.949,Green,43.93,1.15,Normal,0.428,0,Normal
2025-01-09 03:50:00,148.05,329.07,50.073,0.902,Green,44.47,1.33,Normal,0.644,0,Normal
2025-01-09 03:55:00,149.17,341.82,50.122,0.939,Green,44.54,1.17,Normal,0.674,0,Normal
2025-01-09 04:00:00,153.09,272.98,49.864,0.954,Red,64.52,4.3,Low Oil,1.323,1,High Temp;High Vibration;Low Oil
2025-01-09 04:05:00,156.78,403.9,50.258,0.913,Green,43.69,1.0,Normal,0.661,0,Normal
2025-01-09 04:10:00,159.8,272.89,49.836,1.0,Green,44.47,1.43,Normal,0.44,0,Normal
2025-01-09 04:15:00,156.92,290.19,49.957,0.994,Green,43.58,1.27,Normal,0.608,0,Normal
2025-01-09 04:20:00,154.05,347.74,50.155,0.988,Green,42.29,1.16,Normal,0.429,0,Normal
2025-01-09 04:25:00,155.44,287.07,50.167,0.964,Green,44.35,1.21,Normal,0.519,0,Normal
2025-01-09 04:30:00,159.79,358.63,49.318,0.958,Green,48.99,1.31,Normal,0.592,0,Normal
2025-01-09 04:35:00,153.98,378.12,50.047,0.87,Green,51.2,1.41,Normal,0.63,0,Normal
2025-01-09 04:40:00,154.46,314.49,50.346,0.9,Green,44.57,1.47,Normal,0.686,0,Normal
2025-01-09 04:45:00,151.96,341.61,50.287,0.945,Green,48.1,1.25,Normal,0.645,0,Normal
2025-01-09 04:50:00,147.29,332.21,49.903,0.943,Red,53.33,3.95,Low Oil,1.59,1,High Vibration;Low Oil;Insulation Issue
2025-01-09 04:55:00,152.19,307.38,49.919,0.99,Green,44.05,1.41,Normal,0.67,0,Normal
2025-01-09 05:00:00,153.26,306.96,49.954,1.0,Green,49.05,1.15,Normal,0.673,0,Normal
2025-01-09 05:05:00,148.04,273.54,49.842,0.997,Green,45.15,1.03,Normal,0.661,0,Normal
2025-01-09 05:10:00,157.53,316.78,50.076,0.974,Green,49.99,1.0,Normal,0.638,0,Normal
2025-01-09 05:15:00,158.1,315.01,49.65,0.877,Green,50.51,1.23,Normal,0.455,0,Normal
2025-01-09 05:20:00,156.88,329.34,50.205,0.997,Green,46.48,1.41,Normal,0.597,0,Normal
2025-01-09 05:25:00,155.13,368.26,49.878,0.965,Green,41.21,1.41,Normal,0.506,0,Normal
2025-01-09 05:30:00,156.5,339.66,50.39,0.944,Green,41.96,1.42,Normal,0.655,0,Normal
2025-01-09 05:35:00,158.97,317.04,49.687,0.976,Green,42.1,1.08,Normal,0.458,0,Normal
2025-01-09 05:40:00,161.51,250.61,50.215,0.857,Green,49.8,1.08,Normal,0.47,0,Normal
2025-01-09 05:45:00,156.19,232.88,50.052,0.983,Green,48.07,1.48,Normal,0.484,0,Normal
2025-01-09 05:50:00,158.06,421.49,50.115,0.929,Green,42.63,1.3,Normal,0.61,0,Normal
2025-01-09 05:55:00,152.22,349.49,50.064,0.85,Green,41.21,1.37,Normal,0.459,0,Normal
2025-01-09 06:00:00,150.63,249.9,49.934,0.964,Green,45.82,1.36,Normal,0.423,0,Normal
2025-01-09 06:05:00,155.99,279.37,50.105,0.955,Green,46.9,1.08,Normal,0.472,0,Normal
2025-01-09 06:10:00,162.07,347.19,49.936,0.997,Green,44.92,1.34,Normal,0.512,0,Normal
2025-01-09 06:15:00,157.82,326.4,50.154,0.936,Green,43.76,1.17,Normal,0.674,0,Normal
2025-01-09 06:20:00,151.89,280.74,49.994,0.889,Red,57.32,4.65,Low Oil,1.157,1,High Temp;High Vibration;Low Oil;Low Power Factor
2025-01-09 06:25:00,151.58,290.5,50.233,0.99,Green,43.06,1.46,Normal,0.403,0,Normal
2025-01-09 06:30:00,154.52,365.5,49.799,1.0,Green,47.17,1.23,Normal,0.551,0,Normal
2025-01-09 06:35:00,154.26,297.31,49.879,0.85,Red,58.02,3.13,Low Oil,1.4,1,High Temp;High Vibration;Low Oil;Low Power Factor
2025-01-09 06:40:00,156.38,330.48,50.292,0.905,Green,42.0,1.13,Normal,0.527,0,Normal
2025-01-09 06:45:00,155.49,378.59,49.973,0.952,Green,47.62,1.46,Normal,0.542,0,Normal
2025-01-09 06:50:00,154.08,293.42,49.815,0.963,Red,53.87,3.61,Low Oil,1.137,1,High Vibration;Low Oil
2025-01-09 06:55:00,153.67,317.91,49.993,0.983,Green,47.41,1.12,Normal,0.466,0,Normal
2025-01-09 07:00:00,162.04,333.31,50.177,0.929,Green,46.5,1.13,Normal,0.652,0,Normal
2025-01-09 07:05:00,146.45,283.9,49.889,0.934,Red,60.41,3.17,Critical Oil,1.152,1,High Temp;High Vibration;Critical Oil Level
2025-01-09 07:10:00,158.34,341.52,49.83,0.961,Red,56.88,4.83,Critical Oil,2.049,1,High Temp;High Vibration;Critical Oil Level;Insulation Issue
2025-01-09 07:15:00,149.64,340.4,49.819,0.877,Green,42.12,1.31,Normal,0.6,0,Normal
2025-01-09 07:20:00,160.12,301.5,50.224,0.957,Green,43.71,1.12,Normal,0.511,0,Normal
2025-01-09 07:25:00,152.0,268.54,49.95,0.919,Green,47.5,1.0,Normal,0.601,0,Normal
2025-01-09 07:30:00,157.66,346.29,50.39,0.911,Green,42.3,1.04,Normal,0.686,0,Normal
2025-01-09 07:35:00,150.43,348.82,49.883,0.959,Green,45.75,1.13,Normal,0.605,0,Normal
2025-01-09 07:40:00,154.93,405.12,50.052,0.969,Green,44.15,1.15,Normal,0.489,0,Normal
2025-01-09 07:45:00,153.48,341.98,50.141,0.98,Green,38.98,1.34,Normal,0.415,0,Normal
2025-01-09 07:50:00,148.52,361.09,50.39,0.969,Green,45.15,1.26,Normal,0.446,0,Normal
2025-01-09 07:55:00,145.42,261.1,49.797,1.0,Green,48.45,1.18,Normal,0.427,0,Normal
2025-01-09 08:00:00,160.35,244.11,50.003,1.0,Green,44.95,1.18,Normal,0.54,0,Normal
2025-01-09 08:05:00,158.42,289.33,49.966,0.902,Green,47.8,1.36,Normal,0.581,0,Normal
2025-01-09 08:10:00,143.67,303.38,50.037,0.907,Green,42.44,1.16,Normal,0.56,0,Normal
2025-01-09 08:15:00,158.57,420.13,49.812,0.921,Green,43.41,1.24,Normal,0.401,0,Normal
2025-01-09 08:20:00,152.42,332.36,49.947,0.929,Green,41.78,1.23,Normal,0.551,0,Normal
2025-01-09 08:25:00,156.97,296.37,50.149,0.892,Green,40.78,1.21,Normal,0.632,0,Normal
2025-01-09 08:30:00,151.75,352.34,50.193,1.0,Green,46.67,1.28,Normal,0.638,0,Normal
2025-01-09 08:35:00,159.31,314.69,50.148,0.981,Green,42.43,1.35,Normal,0.629,0,Normal
2025-01-09 08:40:00,152.11,314.23,49.981,1.0,Green,42.04,1.38,Normal,0.694,0,Normal
2025-01-09 08:45:00,149.47,313.14,50.177,0.941,Red,54.28,3.32,Low Oil,2.242,1,High Vibration;Low Oil;Insulation Issue
2025-01-09 08:50:00,159.34,342.61,49.775,0.904,Green,48.59,1.37,Normal,0.496,0,Normal
2025-01-09 08:55:00,138.99,355.54,50.133,0.963,Red,64.56,3.29,Critical Oil,2.504,1,High Temp;High Vibration;Critical Oil Level;Insulation Issue
2025-01-09 09:00:00,158.2,298.79,50.037,0.99,Green,43.61,1.47,Normal,0.623,0,Normal
2025-01-09 09:05:00,152.98,264.62,49.943,0.85,Green,41.85,1.37,Normal,0.511,0,Normal
2025-01-09 09:10:00,153.63,323.12,49.956,0.921,Green,45.99,1.08,Normal,0.457,0,Normal
2025-01-09 09:15:00,148.2,309.43,50.267,0.975,Green,44.46,1.01,Normal,0.589,0,Normal
2025-01-09 09:20:00,146.84,250.6,50.205,1.0,Green,43.42,1.17,Normal,0.582,0,Normal
2025-01-09 09:25:00,150.35,437.09,49.85,0.856,Green,47.98,1.13,Normal,0.541,0,Normal
2025-01-09 09:30:00,155.12,336.58,50.056,0.905,Green,42.7,1.3,Normal,0.445,0,Normal
2025-01-09 09:35:00,160.08,313.41,49.983,0.982,Green,43.96,1.32,Normal,0.417,0,Normal
2025-01-09 09:40:00,150.33,288.73,49.672,0.878,Green,41.54,1.2,Normal,0.688,0,Normal
2025-01-09 09:45:00,160.86,279.9,50.082,1.0,Green,52.48,1.44,Normal,0.511,0,Normal
2025-01-09 09:50:00,149.44,386.91,49.868,0.927,Green,43.34,1.01,Normal,0.532,0,Normal
2025-01-09 09:55:00,154.0,255.46,49.965,1.0,Green,41.6,1.22,Normal,0.518,0,Normal
2025-01-09 10:00:00,153.42,364.3,50.079,1.0,Green,43.21,1.41,Normal,0.423,0,Normal
2025-01-09 10:05:00,158.06,319.3,50.085,0.927,Green,43.78,1.06,Normal,0.621,0,Normal
2025-01-09 10:10:00,144.56,387.96,50.115,0.941,Green,45.33,1.27,Normal,0.527,0,Normal
2025-01-09 10:15:00,164.88,279.5,50.089,0.976,Green,49.26,1.42,Normal,0.55,0,Normal
2025-01-09 10:20:00,153.02,323.9,49.895,0.85,Green,48.91,1.12,Normal,0.598,0,Normal
2025-01-09 10:25:00,154.81,364.15,49.928,0.912,Green,45.68,1.3,Normal,0.594,0,Normal
2025-01-09 10:30:00,159.82,336.98,50.213,1.0,Green,45.85,1.44,Normal,0.483,0,Normal
2025-01-09 10:35:00,147.82,366.04,50.101,0.942,Green,43.4,1.33,Normal,0.469,0,Normal
2025-01-09 10:40:00,152.51,303.44,50.133,0.924,Green,46.28,1.17,Normal,0.681,0,Normal
2025-01-09 10:45:00,145.28,319.49,50.125,0.921,Green,44.71,1.31,Normal,0.5,0,Normal
2025-01-09 10:50:00,155.76,316.86,49.961,0.971,Green,46.39,1.33,Normal,0.572,0,Normal
2025-01-09 10:55:00,166.32,306.56,50.064,0.893,Green,46.46,1.36,Normal,0.597,0,Normal
2025-01-09 11:00:00,147.41,386.29,49.809,1.0,Green,44.99,1.29,Normal,0.574,0,Normal
2025-01-09 11:05:00,161.07,350.94,49.934,1.0,Green,43.35,1.29,Normal,0.509,0,Normal
2025-01-09 11:10:00,154.16,279.29,50.245,0.94,Green,42.74,1.13,Normal,0.689,0,Normal
2025-01-09 11:15:00,155.19,300.25,50.09,1.0,Green,47.58,1.18,Normal,0.64,0,Normal
2025-01-09 11:20:00,154.91,274.49,50.045,0.896,Red,60.29,4.75,Critical Oil,1.78,1,High Temp;High Vibration;Critical Oil Level;Low Power Factor;Insulation Issue
2025-01-09 11:25:00,156.47,266.68,50.131,0.909,Green,51.95,1.49,Normal,0.614,0,Normal
2025-01-09 11:30:00,157.65,323.47,50.08,0.995,Green,40.84,1.3,Normal,0.637,0,Normal
2025-01-09 11:35:00,158.1,329.88,50.177,0.912,Green,48.21,1.46,Normal,0.624,0,Normal
2025-01-09 11:40:00,165.26,349.29,50.232,0.973,Green,38.33,1.13,Normal,0.512,0,Normal
2025-01-09 11:45:00,148.54,239.28,50.029,0.922,Green,48.42,1.35,Normal,0.47,0,Normal
2025-01-09 11:50:00,158.1,285.73,50.004,0.917,Green,44.72,1.06,Normal,0.651,0,Normal
